link,rest_name,rest_type,loc,dine_rating,dine_reviews,delivery_rating,delivery_reviews,cuisine,cost,Menu
https://www.zomato.com/pune/chitale-bandhu-mithaiwale-baner,"Chitale Bandhu Mithaiwale
                                    ",Sweet Shop,Baner,4,(143 Reviews),,,"Mithai,Street Food,",Rs. 350,"Bakarwadi, Puran Poli"
https://www.zomato.com/pune/giridhar-baner,"Giridhar
                                    ",Casual Dining,Baner,3.9,-343,4.1,"-8,586","South Indian,North Indian,Maharashtrian,",Rs. 400,"Tea, Dal Kichadi, Thali, Paratha, Poha, Sev Bhaji, Lassi"
https://www.zomato.com/pune/chinar-gardens-china-garden-baner,"Chinar Garden's China Garden
                                    ",Casual Dining,Baner,2.6,-212,3.7,"-2,327","Chinese,Mughlai,North Indian,",Rs. 600,"Tandoori Chicken, Mutton Biryani, Noodle, Pan Fried Noodles, Fish, Fried Rice Chicken, Manchurian"
https://www.zomato.com/pune/monginis-baner,"Monginis
                                    ","Bakery,Dessert Parlor",Baner,2.7,(26 Reviews),,,"Bakery,",Rs. 300,
https://www.zomato.com/pune/the-tasty-tiffin-baner,"The Tasty Tiffin
                                    ",Quick Bites,Baner,3.9,-243,3.6,"-1,859","Maharashtrian,Chinese,North Indian,",Rs. 400,
https://www.zomato.com/pune/firangi-bake-baner,"Firangi Bake
                                    ",,Baner,4.2,"(1,546 Reviews)",,,"Modern Indian,Italian,Mexican,",Rs. 400,"Lasagne, Chocolate Fantasy, Chicken Quesadilla, Biryani"
https://www.zomato.com/pune/kns-baner,"KNS
                                    ",Quick Bites,Baner,3.6,-53,3.3,-124,"Beverages,Sandwich,Burger,Pizza,Fast Food,",Rs. 300,
https://www.zomato.com/pune/bhairavee-pure-veg-restaurant-baner,"Bhairavee Pure Veg Restaurant
                                    ",Casual Dining,Baner,4.3,-948,3.9,"-1,947","Beverages,Desserts,Rolls,Biryani,Continental,Chinese,North Indian,","Rs. 1,300","Pasta, Naan, Brownie, Paneer Romanchak, Paratha, Paneer Lababdar, Tomato Soup"
https://www.zomato.com/pune/house-of-hyderabad-baner,"House Of Hyderabad
                                    ",Quick Bites,Baner,3.6,(15 Reviews),,,"North Indian,Kebab,Chinese,Biryani,",Rs. 600,
https://www.zomato.com/pune/we-idliwale-baner,"We Idliwale
                                    ",Quick Bites,Baner,4,(231 Reviews),,,"South Indian,",Rs. 200,"Chicken Curry, Idli Chutney, Filtered Coffee, Idli Sambar"
https://www.zomato.com/pune/mr-vandal-baner,"Mr. Vandal
                                    ","Bar,Casual Dining",Baner,4,(543 Reviews),,,"North Indian,Italian,Bar Food,","Rs. 1,300","Fries, Pasta, Burgers, Cocktails, Nachos, Beer, Churros"
https://www.zomato.com/pune/lunchbox-baner,"Lunchbox
                                    ",,Baner,,,,,"Beverages,Desserts,North Indian,Chinese,",Rs. 400,
https://www.zomato.com/pune/five-fat-monks-baner,"Five Fat Monks
                                    ",Casual Dining,Baner,4.1,-669,3.9,-876,"Asian,","Rs. 1,000","Noodle, Dumplings, Spring Roll, Momos, Kung Pao Chicken, Vegetable Dimsums, Brownie"
https://www.zomato.com/pune/buon-cibo-the-italian-cafe-baner,"Buon Cibo- The Italian Cafe
                                    ",Café,Baner,4.2,-190,3.8,-161,"Beverages,Desserts,Continental,Italian,Pizza,",Rs. 700,
https://www.zomato.com/pune/the-k-factory-baner,"The K Factory
                                    ","Casual Dining,Lounge",Baner,4.6,"-3,742",3.9,-252,"Beverages,Biryani,Charcoal Chicken,Salad,Desserts,North Indian,Italian,Continental,","Rs. 2,000","Pasta, Salad, Cheesecake, Cocktails, Pizza, Peri Peri Chicken, Caramel Panna Cotta"
https://www.zomato.com/pune/farmaaish-baner,"Farmaaish
                                    ",Casual Dining,Baner,4.1,-713,4,"-2,879","Mughlai,Kebab,North Indian,Biryani,","Rs. 1,000","Paan Shot, Tikka, Tandoori Chicken, Vegetable Biryani, Lemon Coriander Soup, Butter Naan, Roti"
https://www.zomato.com/pune/homely-meals@69-baner,"Homely Meals@69
                                    ",,Baner,3.4,(306 Reviews),,,"Biryani,Chinese,North Indian,",Rs. 400,
https://www.zomato.com/pune/eatino-baner,"Eatino
                                    ",Quick Bites,Baner,4,-91,4.2,"-1,015","Fast Food,Street Food,South Indian,North Indian,",Rs. 400,Kheer
https://www.zomato.com/pune/kekiz-the-cake-shop-baner,"Kekiz The Cake Shop
                                    ",Bakery,Baner,3.6,-42,4.2,-243,"Desserts,Bakery,",Rs. 350,
https://www.zomato.com/pune/drunken-monkey-baner,"Drunken Monkey
                                    ","Beverage Shop,Quick Bites",Baner,3.6,(8 Reviews),,,"Fast Food,Beverages,",Rs. 450,
https://www.zomato.com/pune/paramhans-pure-veg-baner,"Paramhans Pure Veg
                                    ",Casual Dining,Baner,4.1,-411,3.9,"-1,068","Chinese,North Indian,Rajasthani,",Rs. 450,"Dal Bati Churma, Rajasthani Thali, Veg Thali, Masala Papad, Buttermilk, Tandoor Roti, Naan"
https://www.zomato.com/pune/bantoos-baner,"Bantoos
                                    ",Casual Dining,Baner,4.1,(119 Reviews),,,"Continental,Mexican,North Indian,Asian,Italian,","Rs. 1,500",
https://www.zomato.com/pune/urbo-baner,"Urbo
                                    ","Lounge,Casual Dining",Baner,4.2,(952 Reviews),,,"North Indian,Continental,","Rs. 1,700","Pizza, Cocktails, Mocktails, Brownie, Paneer Tikka, Chole Kulche, Salad"
https://www.zomato.com/pune/ufo-fries-corn-baner,"UFO Fries & Corn
                                    ",Quick Bites,Baner,,,,,"Fast Food,",Rs. 700,
https://www.zomato.com/pune/vs-pooriwala-1-baner,"VS Pooriwala
                                    ",Quick Bites,Baner,4,-92,4.2,-624,"North Indian,",Rs. 200,"Chole, Poori Bhaji, Aloo Sabji, Tea, Palak Puri, Aamras, Masala Poha"
https://www.zomato.com/pune/havmor-ice-cream-baner,"Havmor Ice Cream
                                    ",Dessert Parlor,Baner,4,-225,4.4,-678,"Desserts,Ice Cream,",Rs. 100,"Brownie, Kulfi Takatak, Chocolate Addiction, Icecream Cake, Thick Shakes, Ice Cream Sandwich"
https://www.zomato.com/pune/aur-irani-chai-baner,"Aur Irani Chai
                                    ","Irani Cafe,Quick Bites",Baner,3.8,-548,3.7,"-4,141","Healthy Food,Fast Food,Parsi,",Rs. 250,"Tea, Bun Maskas, Irani Chai, Rolls, Healthy Breakfast, Omelette, Bhurji Pav"
https://www.zomato.com/pune/the-late-night-biryani-baner,"The Late Night Biryani
                                    ",Quick Bites,Baner,3.5,-94,3.3,"-1,533","Biryani,",Rs. 600,"Chicken Masala, Egg Biryani, Panneer Butter Masala, Chicken Biryani"
https://www.zomato.com/pune/just-kebab-kebabs-baner,"Just Kebab & Kebabs
                                    ",,Baner,,,,,"Mughlai,North Indian,Kebab,",Rs. 400,
https://www.zomato.com/pune/kalyan-bhel-baner,"Kalyan Bhel
                                    ",Quick Bites,Baner,4.1,(365 Reviews),,,"South Indian,Street Food,",Rs. 200,"Panipuri, Chaat, Kulfi, Sandwich, Ragda Patty, Bhel Puri, Cut Dosa"
https://www.zomato.com/pune/the-quick-wok-baner,"The Quick Wok
                                    ",Quick Bites,Baner,4.2,-848,3.8,"-3,697","Thai,Chinese,",Rs. 600,"Noodle, Iced Tea, Fries, Hakka Noodles, Momos, Mojito, Chicken Wok"
https://www.zomato.com/pune/kreme-n-batter-baner,"Kreme N Batter
                                    ",Dessert Parlor,Baner,3.2,(4 Reviews),,,"Beverages,Ice Cream,Desserts,",Rs. 400,
https://www.zomato.com/pune/the-quick-wok-baner,"The Quick Wok
                                    ",Quick Bites,Baner,4.2,-848,3.8,"-3,697","Thai,Chinese,",Rs. 600,"Noodle, Iced Tea, Fries, Hakka Noodles, Momos, Mojito, Chicken Wok"
https://www.zomato.com/pune/mahabaleshwar-berry-bash-baner,"Mahabaleshwar Berry Bash
                                    ",Dessert Parlor,Baner,,,,,"Desserts,Fast Food,Beverages,Ice Cream,",Rs. 300,
https://www.zomato.com/pune/jalebi-junction-baner,"Jalebi Junction
                                    ",Quick Bites,Baner,3.2,-431,3.7,"-4,451","Desserts,Street Food,",Rs. 150,"Jalebi Rabri, Chaat, Poha, Paratha, Chole Samosa, Panipuri, Pav Bhaji"
https://www.zomato.com/pune/chinar-baner,"Chinar
                                    ",Casual Dining,Baner,4,-117,3.5,-112,"Kashmiri,North Indian,",Rs. 650,"Phirni, Tabakh Maaz, Mirchi Korma, Green Tea, Cheesecake, Laccha Paratha, Roganjosh"
https://www.zomato.com/pune/new-poona-bakery-baner,"New Poona Bakery
                                    ",Bakery,Baner,4.1,(91 Reviews),,,"Beverages,Fast Food,Continental,Bakery,",Rs. 550,
https://www.zomato.com/pune/new-poona-bakery-2-baner,"New Poona Bakery
                                    ",Bakery,Baner,3.6,(7 Reviews),,,"Beverages,Fast Food,Continental,Bakery,",Rs. 550,
https://www.zomato.com/pune/world-of-desserts-1-baner,"World of Desserts
                                    ",Dessert Parlor,Baner,4.3,(414 Reviews),,,"Beverages,Desserts,",Rs. 400,"Waffles, Churros, Freak Shake, Vanilla Ice Cream, Oreo Cheesecake, Brownie Sundae, Strawberry Cheesecake"
https://www.zomato.com/pune/jashn-e-punjab-baner,"Jashn E Punjab
                                    ",,Baner,3.1,"(1,918 Reviews)",,,"Biryani,Chinese,Maharashtrian,Kebab,Fast Food,North Indian,",Rs. 500,
https://www.zomato.com/pune/grillicious-baner,"Grillicious
                                    ",Casual Dining,Baner,4.1,"-1,072",3.4,-750,"Continental,North Indian,",Rs. 800,"Masala Papad Platter, Mocktails, Pasta, Dal Makhani, Burgers, Cheese Nachos, Cocktails"
https://www.zomato.com/pune/do-donutz-baner,"Do! DonutZ
                                    ",Dessert Parlor,Baner,3.9,(43 Reviews),,,"Desserts,",Rs. 100,
https://www.zomato.com/pune/amrita-pure-veg-baner,"Amrita Pure Veg
                                    ",Casual Dining,Baner,4,-723,4.1,(14.4K),"Beverages,Desserts,South Indian,Chinese,Fast Food,North Indian,",Rs. 600,"Pav Bhaji, Paneer Tikka Masala, Masala Papad, Dahi Vada, Tomato Soup, Thali, Paneer Chingari"
https://www.zomato.com/pune/son-of-a-gun-baner,"Son Of A Gun
                                    ",Bar,Baner,4,(314 Reviews),,,"Bar Food,North Indian,Mexican,Italian,","Rs. 1,300","Pasta, Chicken Tikka Pizza, Mocktails, Thin Crust Pizza, Cocktails, Jalapeno Poppers, Butter Chicken"
https://www.zomato.com/pune/the-old-mansion-baner,"The Old Mansion
                                    ",Casual Dining,Baner,,,,,"Asian,Continental,North Indian,",Rs. 800,
https://www.zomato.com/pune/biryaniwale-baner,"Biryaniwale
                                    ",,Baner,3,(478 Reviews),,,"Biryani,Chinese,North Indian,",Rs. 500,Biryani
https://www.zomato.com/pune/gabroo-da-dhaba-baner,"Gabroo Da Dhaba
                                    ",Quick Bites,Baner,3.7,(10 Reviews),,,"Chinese,North Indian,",Rs. 550,
https://www.zomato.com/pune/biryaniwale-baner,"Biryaniwale
                                    ",,Baner,3,(478 Reviews),,,"Biryani,Chinese,North Indian,",Rs. 500,Biryani
https://www.zomato.com/pune/flavours-of-hyderabad-baner,"Flavours of Hyderabad
                                    ",Casual Dining,Baner,3.9,-794,3.7,"-4,881","Andhra,North Indian,Mughlai,Biryani,Hyderabadi,",Rs. 700,"Murgh Angara, Chicken Biryani, Hyderabadi Dum Biryani, Raita, Tangdi Kabab, Vegetable Biryani, Kaju Biryani"
https://www.zomato.com/pune/the-paratha-singh-baner,"The Paratha Singh
                                    ",,Baner,3.1,(174 Reviews),,,"Chinese,Maharashtrian,North Indian,",Rs. 400,
https://www.zomato.com/pune/noods-baner,"Noods
                                    ",,Baner,,,,,"Momos,Chinese,",Rs. 300,
https://www.zomato.com/pune/pintu-saoji-baner,"Pintu Saoji
                                    ",Quick Bites,Baner,3.9,-83,3.7,-192,"Maharashtrian,",Rs. 350,"Mutton Curry, Chicken Sukha"
https://www.zomato.com/pune/chota-bite-by-cafe-goodluck-baner,"Chota Bite by Cafe Goodluck
                                    ",Quick Bites,Baner,3.1,-141,4.2,"-1,600","Biryani,Fast Food,North Indian,",Rs. 400,"Bun Maskas, Irani Chai, Cold Coffee, Ginger Tea, Omelette, Sandwich"
https://www.zomato.com/pune/yaaran-da-mela-baner,"Yaaran Da Mela
                                    ",Dhaba,Baner,3.5,(6 Reviews),,,"Maharashtrian,Mughlai,Kebab,Seafood,Chinese,",Rs. 800,
https://www.zomato.com/pune/panchavati-gaurav-baner,"Panchavati Gaurav
                                    ",Casual Dining,Baner,3.9,-402,4.1,-662,"North Indian,Rajasthani,Gujarati,",Rs. 500,"Dal Bati, Veg Thali, Aamras, Kadhi, Jalebi, Gulab Jamun, Dhokla"
https://www.zomato.com/pune/the-taste-jalebi-baner,"The Taste Jalebi
                                    ",Quick Bites,Baner,3.6,-166,3.9,"-5,209","Desserts,Chinese,Street Food,North Indian,",Rs. 550,"Chaat, Paratha, Raj Kachori, Jalebi Rabri, Panipuri, Chole, Dahi Bhalle"
https://www.zomato.com/pune/fruitango-baner,"Fruitango
                                    ",,Baner,3.9,(94 Reviews),,,"Beverages,Juices,",Rs. 300,
https://www.zomato.com/pune/sai-kok-pa-chinese-baner,"Sai Kok-pa Chinese
                                    ",Quick Bites,Baner,3.2,-242,4,"-1,812","Fast Food,Chinese,",Rs. 400,"Manchurian, Masala Chicken Lollipop, Schezwan Rice, Manchow Soup, Hakka Noodles"
https://www.zomato.com/pune/cafe-coffee-day-2-baner,"Cafe Coffee Day
                                    ",Café,Baner,2.2,-10,3.8,-49,"Sandwich,Beverages,Desserts,Fast Food,Cafe,",Rs. 600,
https://www.zomato.com/pune/cafe-coffee-day-baner,"Cafe Coffee Day
                                    ",Café,Baner,3.3,-130,3.4,-386,"Sandwich,Beverages,Desserts,Fast Food,Cafe,",Rs. 600,"Sandwich, Brownie, Cappuccino, Garlic Bread, Hot Coffee, Filtered Coffee, Lemonade"
https://www.zomato.com/pune/cafe-coffee-day-1-baner,"Cafe Coffee Day
                                    ",Café,Baner,3,(111 Reviews),,,"Sandwich,Beverages,Desserts,Fast Food,Cafe,",Rs. 600,"Hot Coffee, Egg Wrap, Cappuccino, Americano"
https://www.zomato.com/pune/sai-sagar-pure-veg-baner,"Sai Sagar Pure Veg
                                    ",Quick Bites,Baner,3.1,-12,3.7,-399,"Beverages,Biryani,Chinese,North Indian,Fast Food,South Indian,",Rs. 500,
https://www.zomato.com/pune/indorilaal-baner,"Indorilaal
                                    ",Quick Bites,Baner,3.8,-485,3.8,"-6,886","Beverages,Street Food,",Rs. 200,"Jalebi, Indori Poha, Samosa, Daal Kachori, Pyaz Kachori, Aloo Kachori, Sabudana Khichdi"
https://www.zomato.com/pune/indorilaal-baner,"Indorilaal
                                    ",Quick Bites,Baner,3.8,-485,3.8,"-6,886","Beverages,Street Food,",Rs. 200,"Jalebi, Indori Poha, Samosa, Daal Kachori, Pyaz Kachori, Aloo Kachori, Sabudana Khichdi"
https://www.zomato.com/pune/chao-mung-china-1-baner,"Chao Mung China
                                    ",Quick Bites,Baner,3,(580 Reviews),,,"Chinese,",Rs. 400,
https://www.zomato.com/pune/the-chinese-corner-baner,"The Chinese Corner
                                    ",,Baner,4.1,(553 Reviews),,,"Chinese,",Rs. 300,
https://www.zomato.com/pune/makkhan-maar-ke-baner,"Makkhan Maar Ke
                                    ",,Baner,4.3,"(3,618 Reviews)",,,"Kebab,Biryani,Afghan,Mughlai,North Indian,",Rs. 700,"Butter Chicken, Dal Makhani, Paneer Lababdar, Butter Naan, Biryani, Laccha Paratha, Halwa"
https://www.zomato.com/pune/joshi-wadewale-baner,"Joshi Wadewale
                                    ",Quick Bites,Baner,2.5,-17,4,-149,"South Indian,Street Food,",Rs. 200,
https://www.zomato.com/pune/joshi-wadewale-baner,"Joshi Wadewale
                                    ",Quick Bites,Baner,2.5,-17,4,-149,"South Indian,Street Food,",Rs. 200,
https://www.zomato.com/pune/azzurro-baner,"Azzurro
                                    ","Pub,Casual Dining",Baner,4,"(1,082 Reviews)",,,"Mughlai,North Indian,Asian,Continental,","Rs. 1,600","Cocktails, Mocktails, Pasta, Salsa, Chicken Tikka, Chicken Wings, Pizza"
https://www.zomato.com/pune/kwality-walls-baner,"Kwality Wall's
                                    ",,Baner,,,,,"Desserts,Ice Cream,",Rs. 200,
https://www.zomato.com/pune/kake-da-hotel-baner,"Kake Da Hotel
                                    ",Quick Bites,Baner,3.9,(26 Reviews),,,"Chinese,North Indian,",Rs. 800,
https://www.zomato.com/pune/snackeat-baner,"SnackEat
                                    ",,Baner,3.7,(214 Reviews),,,"Beverages,Street Food,Maharashtrian,",Rs. 200,
https://www.zomato.com/pune/snackeat-baner,"SnackEat
                                    ",,Baner,3.7,(214 Reviews),,,"Beverages,Street Food,Maharashtrian,",Rs. 200,
https://www.zomato.com/pune/copper-chocs-1-baner,"Copper Chocs
                                    ",Dessert Parlor,Baner,3.8,(34 Reviews),,,"Fast Food,Desserts,Bakery,",Rs. 350,
https://www.zomato.com/pune/hippie@heart-baner,"Hippie@Heart
                                    ","Bar,Casual Dining",Baner,3.9,(132 Reviews),,,"European,Finger Food,North Indian,Italian,Continental,","Rs. 1,300","Pizza, Pasta, Fritters, Chicken Popcorn"
https://www.zomato.com/pune/spice-guru-baner,"Spice Guru
                                    ",,Baner,3.4,(248 Reviews),,,"Biryani,North Indian,",Rs. 300,
https://www.zomato.com/pune/a-taste-of-indore-baner,"A Taste Of Indore
                                    ",,Baner,3.5,(610 Reviews),,,"Street Food,",Rs. 150,
https://www.zomato.com/pune/bedis-naan-house-1-baner,"Bedis Naan House
                                    ",Quick Bites,Baner,3.7,"(4,273 Reviews)",,,"Fast Food,North Indian,",Rs. 250,"Chole, Lassi, Samosa, Roti"
https://www.zomato.com/pune/shawarma-spot-baner,"Shawarma Spot
                                    ",Quick Bites,Baner,3.1,-49,3.3,"-1,110","Rolls,Lebanese,",Rs. 300,"Chicken Shawarama, Jumbo Chicken Shawarma, Lebanese Shawarma, Roti"
https://www.zomato.com/pune/shawarma-spot-baner,"Shawarma Spot
                                    ",Quick Bites,Baner,3.1,-49,3.3,"-1,110","Rolls,Lebanese,",Rs. 300,"Chicken Shawarama, Jumbo Chicken Shawarma, Lebanese Shawarma, Roti"
https://www.zomato.com/pune/ribbons-balloons-baner,"Ribbons & Balloons
                                    ",Dessert Parlor,Baner,3.6,(56 Reviews),,,"Desserts,Bakery,",Rs. 350,Chocolate Truffle
https://www.zomato.com/pune/thambbi-baner,"Thambbi
                                    ",Casual Dining,Baner,4,-174,3.6,"-1,139","Chinese,North Indian,South Indian,",Rs. 500,"Filtered Coffee, Thali, Dahi Vada, Andhra Dosa, Masala Dosa, Upma, Idli"
https://www.zomato.com/pune/ice-panda-1-baner,"Ice Panda
                                    ",Dessert Parlor,Baner,3.6,-5,3.9,-45,"Beverages,Ice Cream,Desserts,",Rs. 300,
https://www.zomato.com/pune/ice-n-fire-skylounge-baner,"Ice N Fire SkyLounge
                                    ",Casual Dining,Baner,4.2,(390 Reviews),,,"Fast Food,Chinese,Mughlai,North Indian,","Rs. 1,500","Cocktails, Mocktails, Thin Crust Pizza, Pasta, Fish, Gulab Jamun, Bloody Mary"
https://www.zomato.com/pune/the-cake-art-baner,"The Cake Art
                                    ",Bakery,Baner,3.9,-85,4.2,-387,"Bakery,",Rs. 450,
https://www.zomato.com/pune/what-a-sandwich-baner,"What' a Sandwich!
                                    ",Quick Bites,Baner,3.8,(20 Reviews),,,"Fast Food,American,Sandwich,",Rs. 300,
https://www.zomato.com/pune/signature-veg-non-veg-baner,"Signature Veg - Non veg
                                    ",Casual Dining,Baner,2.9,-70,3.4,-345,"Desserts,Biryani,Chinese,Mughlai,North Indian,",Rs. 800,Chicken Biryani
https://www.zomato.com/pune/the-dum-biryani-baner,"The Dum  Biryani
                                    ",Quick Bites,Baner,3.1,-15,2.8,-470,"North Indian,Biryani,",Rs. 300,
https://www.zomato.com/pune/the-asian-box-resto-bar-baner,"The Asian Box Resto Bar
                                    ",Casual Dining,Baner,4.3,-465,4.1,-492,"Singaporean,Indonesian,Japanese,Thai,Malaysian,Chinese,","Rs. 1,300","Khao Suey, Khau Suey, Noodle, Cocktails, Sushi, Chicken Kung Pao, Dumplings"
https://www.zomato.com/pune/7-seas-wine-n-dine-baner,"7 Seas Wine n Dine
                                    ",Casual Dining,Baner,4.1,-848,4,"-2,989","Mangalorean,Seafood,Chinese,North Indian,","Rs. 1,200","Sea Food, Fish, Biryani, Manchow Soup, Crispy Chicken, Prawn, Naan"
https://www.zomato.com/pune/super-meal-baner,"Super Meal
                                    ",,Baner,,,,,"Biryani,North Indian,",Rs. 300,
https://www.zomato.com/pune/im-lion-strictly-non-veg-baner,"I'm Lion, Strictly Non-Veg
                                    ",Casual Dining,Baner,4.2,-271,4,-355,"Konkan,Seafood,Goan,Mangalorean,",Rs. 800,"Sea Food, Neer Dosa, Sol Kadhi, Fry Prawns, Surmai Thali, Mudpie, Prawn Pickle"
https://www.zomato.com/pune/the-curious-kitchen-bar-baner,"The Curious Kitchen & Bar
                                    ","Casual Dining,Bar",Baner,4.2,-248,3.6,-842,"Italian,Continental,Chinese,North Indian,",Rs. 900,"Mocktails, Brownie, Caramel Custard, Paan Mojito, Cocktails, Veg Nachos, Chicken Biryani"
https://www.zomato.com/pune/punjabi-rasoi-baner,"Punjabi Rasoi
                                    ",,Baner,4,(137 Reviews),,,"North Indian,",Rs. 300,
https://www.zomato.com/pune/tokyo-bakery-baner,"Tokyo Bakery
                                    ",Bakery,Baner,4,(49 Reviews),,,"Bakery,",Rs. 150,
https://www.zomato.com/pune/shawarma-meals-more-baner,"Shawarma, Meals & More
                                    ",,Baner,2.6,-42,3.4,-343,"Burger,Sandwich,Beverages,Rolls,Lebanese,",Rs. 300,
https://www.zomato.com/pune/planet-9-bavdhan,"Planet 9
                                    ","Bar,Casual Dining",Bavdhan,4.4,-788,3.3,-49,"Biryani,Mughlai,North Indian,","Rs. 1,800","Biryani, Bannoffee Pie, Mushroom Tikka, Noodle, Pasta, Mocktails, Bhuna Gosht"
https://www.zomato.com/pune/up-and-above-bavdhan,"Up and Above
                                    ","Bar,Casual Dining",Bavdhan,2,(465 Reviews),,,"Chinese,Seafood,Continental,North Indian,","Rs. 1,700","Paneer Tikka Masala, Dal Tadka, Manchow Soup, Sweet Corn Soup, Butter Naan, Beer, Masala Papad"
https://www.zomato.com/pune/torque-the-lounge-bavdhan,"Torque The Lounge
                                    ","Lounge,Casual Dining",Bavdhan,3.6,(54 Reviews),,,"Chinese,Continental,Finger Food,","Rs. 1,600",Garlic Bread
https://www.zomato.com/pune/the-mint-leaf-resto-lounge-bavdhan,"The Mint Leaf Resto Lounge
                                    ","Lounge,Casual Dining",Bavdhan,3.9,-146,3.5,-92,"Bar Food,Chinese,North Indian,","Rs. 1,500",Garlic Naan
https://www.zomato.com/pune/the-bar-tales-bavdhan,"The Bar Tales
                                    ","Bar,Casual Dining",Bavdhan,4,-298,3.8,-114,"Chinese,North Indian,American,","Rs. 1,500","Nachos, Cocktails, Brownie, Mashed Potato, Sangria, Garlic Bread, Burmese Khao Suey"
https://www.zomato.com/pune/masemari-the-fishing-bavdhan,"Masemari - The Fishing
                                    ",Casual Dining,Bavdhan,3.9,-176,3.8,-241,"Konkan,Goan,Seafood,","Rs. 1,500","Sea Food, Fish, Bombil Fry, Prawn Pulav, Salmon, Sol Kadhi, Garlic Prawn"
https://www.zomato.com/pune/timo-2-bavdhan,"Timo
                                    ",Café,Bavdhan,4.1,(87 Reviews),,,"Beverages,Italian,European,Cafe,","Rs. 1,500",
https://www.zomato.com/pune/the-cliff-bavdhan,"The Cliff
                                    ","Casual Dining,Bar",Bavdhan,3.9,(322 Reviews),,,"Chinese,Continental,North Indian,","Rs. 1,500","Chicken Biryani, Lahori Chicken, Cocktails, French Onion Soup, Noodle, Momos, Chicken Handi"
https://www.zomato.com/pune/barbacoa-resto-lounge-bavdhan,"Barbacoa Resto - Lounge
                                    ","Casual Dining,Lounge",Bavdhan,4,-491,3.8,-569,"Mughlai,Continental,Chinese,North Indian,","Rs. 1,500","Spring Roll, Naan, Mocktails, Beer, Butter Chicken, Cocktails, Kulfi"
https://www.zomato.com/pune/the-casanova-lounge-bavdhan,"The Casanova Lounge
                                    ",Lounge,Bavdhan,3.1,(207 Reviews),,,"Finger Food,Italian,Chinese,North Indian,","Rs. 1,500","Biryani, Beer"
https://www.zomato.com/pune/garden-court-bavdhan,"Garden Court
                                    ",Casual Dining,Bavdhan,2.3,(616 Reviews),,,"Seafood,Chinese,North Indian,","Rs. 1,400","Manchow Soup, Fish, Cheesecake, Sea Food, Butter Naan, Veg Platter, Biryani"
https://www.zomato.com/pune/legacy-bar-bavdhan,"Legacy Bar
                                    ","Bar,Casual Dining",Bavdhan,3.9,(136 Reviews),,,"North Indian,Continental,","Rs. 1,400","Jalapeno Cheese Poppers, Cocktails, Beer, Tomato Soup, Pasta, Chips, Mojito"
https://www.zomato.com/pune/taaareef-bavdhan,"Taaareef
                                    ",Casual Dining,Bavdhan,4.1,-221,3.8,-327,"Biryani,Mughlai,North Indian,","Rs. 1,200","Biryani, Tandoori Chicken"
https://www.zomato.com/pune/chinjabi-bavdhan,"Chinjabi
                                    ",Casual Dining,Bavdhan,3.9,-303,4,-808,"Beverages,Chinese,North Indian,","Rs. 1,200","Sea Food, Singapore Noodles, Lemon Coriander Soup, Manchurian, Chicken Rosali Kebab, Sweet Corn Chicken Soup, Noodle Soup"
https://www.zomato.com/pune/d-palace-bavdhan,"D Palace
                                    ","Casual Dining,Bar",Bavdhan,3.9,-379,4,"-1,067","Mughlai,Seafood,Chinese,North Indian,","Rs. 1,200","Sea Food, Beer, Cocktails, Butter Chicken, Biryani, Multani Mushrooms, Chicken Lasagne"
https://www.zomato.com/pune/karkhana-bavdhan,"Karkhana
                                    ",Casual Dining,Bavdhan,4.3,-994,3.8,-17,"Momos,Fast Food,North Indian,","Rs. 1,100","Pasta, Burgers, Chicken Chettinad, Salad, Paneer Khurchan, Roti, Mashed Potato"
https://www.zomato.com/pune/oasis-bavdhan,"Oasis
                                    ","Bar,Casual Dining",Bavdhan,3.5,(254 Reviews),,,"Seafood,Chinese,North Indian,","Rs. 1,100","Paneer Tikka, Appam, Brownie, Cocktails, Chicken Handi, Mocktails, Masala Papad"
https://www.zomato.com/pune/shivprasad-family-resto-bar-bavdhan,"Shivprasad Family Resto & Bar
                                    ",Casual Dining,Bavdhan,3.5,(24 Reviews),,,"Mughlai,Italian,Chinese,North Indian,","Rs. 1,100",
https://www.zomato.com/pune/dominos-pizza-bavdhan,"Domino's Pizza
                                    ",Quick Bites,Bavdhan,2.9,-473,3.8,"-5,720","Italian,Pizza,",Rs. 400,"Garlic Bread, Cheese Burst Pizza, Chocolava Cake"
https://www.zomato.com/pune/dominos-pizza-1-bavdhan,"Domino's Pizza
                                    ",Quick Bites,Bavdhan,2.6,-11,4.1,-388,"Italian,Pizza,",Rs. 400,
https://www.zomato.com/pune/7th-heaven-bavdhan,"7th Heaven
                                    ",Bakery,Bavdhan,3.6,-26,3.9,-43,"Desserts,Bakery,",Rs. 400,
https://www.zomato.com/pune/kgn-xprs-bavdhan,"KGN Xprs
                                    ",Quick Bites,Bavdhan,3.5,-41,3.6,-94,"Mughlai,Chinese,",Rs. 450,
https://www.zomato.com/pune/behrouz-biryani-bavdhan,"Behrouz Biryani
                                    ",,Bavdhan,3.8,"(3,052 Reviews)",,,"Mughlai,North Indian,Biryani,",Rs. 700,"Gulab Jamun, Falafel, Paneer Subz Biryani, Mint Raita, Chicken Kofta, Basmati Rice, Murgh Makhani"
